,assetlongdescription_entity_llms,assetlongdescription_entity_llms_left_0,assetlongdescription_entity_llms_right_0,assetlongdescription_entity_llms_left_1,assetlongdescription_entity_llms_right_1,assetlongdescription_entity_llms_left_2,assetlongdescription_entity_llms_right_2
613,"['Electrical Asset', 'Motor', 'Medium Voltage <15Kv', '4Kv, 6.9Kv, 13.2Kv', 'Solid Shaft', 'Tilt Pad', 'Ball Guide', 'Oil/Grease Lubed', 'Thrust Bearing Oil Cooling Water Coils, Anti-Rotation Device', 'Power Feeder Cables, Shaft Grounding Devices, Stator Water Cooling Tubes, Channels, Devices, Connections, and Piping', 'Electric motor and motor shaft, All sensing and control cables up to but not including the switchgear breaker, Motor mounting and base, Surge capacitors, if present, Bearing cooling water connections excluding all valves and piping external to the motor’s shell or frame, Air filters, Internal motor heaters, Detectors such as, temperature, vibration, and alarms.']","['4Kv, 6.9Kv, 13.2Kv', 'Thrust Bearing Oil Cooling Water Coils, Anti-Rotation Device', 'Tilt Pad', 'Solid Shaft', 'Power Feeder Cables, Shaft Grounding Devices, Stator Water Cooling Tubes, Channels, Devices, Connections, and Piping']","['Medium Voltage <15Kv', 'Ball Guide', 'Oil/Grease Lubed', 'Motor', 'Electrical Asset', 'Electric motor and motor shaft, All sensing and control cables up to but not including the switchgear breaker, Motor mounting and base, Surge capacitors, if present, Bearing cooling water connections excluding all valves and piping external to the motor’s shell or frame, Air filters, Internal motor heaters, Detectors such as, temperature, vibration, and alarms.']",['Oil/Grease Lubed'],"['Power Feeder Cables, Shaft Grounding Devices, Stator Water Cooling Tubes, Channels, Devices, Connections, and Piping', 'Motor', 'Tilt Pad', 'Electric motor and motor shaft, All sensing and control cables up to but not including the switchgear breaker, Motor mounting and base, Surge capacitors, if present, Bearing cooling water connections excluding all valves and piping external to the motor’s shell or frame, Air filters, Internal motor heaters, Detectors such as, temperature, vibration, and alarms.', 'Thrust Bearing Oil Cooling Water Coils, Anti-Rotation Device', '4Kv, 6.9Kv, 13.2Kv', 'Electrical Asset', 'Ball Guide', 'Medium Voltage <15Kv', 'Solid Shaft']","['Electrical Asset', 'Solid Shaft', 'Oil/Grease Lubed', 'Tilt Pad']","['Ball Guide', 'Electric motor and motor shaft, All sensing and control cables up to but not including the switchgear breaker, Motor mounting and base, Surge capacitors, if present, Bearing cooling water connections excluding all valves and piping external to the motor’s shell or frame, Air filters, Internal motor heaters, Detectors such as, temperature, vibration, and alarms.', 'Motor', 'Thrust Bearing Oil Cooling Water Coils, Anti-Rotation Device', 'Power Feeder Cables, Shaft Grounding Devices, Stator Water Cooling Tubes, Channels, Devices, Connections, and Piping', '4Kv, 6.9Kv, 13.2Kv', 'Medium Voltage <15Kv']"
614,"['Pump', 'Horizontal', 'Multistage', 'Axially Split Case', 'Mechanical Seal', 'Radial Bearings', 'Oil Lubed', 'Rotating Asset', 'Suction and Discharge flanges', 'Gear drive oil pump and auxiliary oil pump', 'Lube oil cooling heat exchanger or internal bearing cooler', 'Pump and its foundation', 'Detectors, sensors, and alarms (e.g. bearing temperature and vibration, aux. oil pump pressure switch)', 'Motor/pump coupling', 'External Lubrication system, if present', 'Seal Water Injection System, if present']","['Pump', 'External Lubrication system, if present', 'Radial Bearings', 'Pump and its foundation', 'Motor/pump coupling', 'Multistage', 'Axially Split Case', 'Horizontal', 'Seal Water Injection System, if present', 'Lube oil cooling heat exchanger or internal bearing cooler', 'Oil Lubed']","['Mechanical Seal', 'Rotating Asset', 'Gear drive oil pump and auxiliary oil pump', 'Suction and Discharge flanges', 'Detectors, sensors, and alarms (e.g. bearing temperature and vibration, aux. oil pump pressure switch)']","['Rotating Asset', 'Horizontal', 'Motor/pump coupling', 'Mechanical Seal', 'Suction and Discharge flanges', 'Multistage', 'Seal Water Injection System, if present', 'Pump', 'Detectors, sensors, and alarms (e.g. bearing temperature and vibration, aux. oil pump pressure switch)', 'External Lubrication system, if present', 'Pump and its foundation', 'Radial Bearings', 'Axially Split Case']","['Lube oil cooling heat exchanger or internal bearing cooler', 'Gear drive oil pump and auxiliary oil pump', 'Oil Lubed']","['Detectors, sensors, and alarms (e.g. bearing temperature and vibration, aux. oil pump pressure switch)', 'Mechanical Seal', 'Multistage', 'Oil Lubed', 'Suction and Discharge flanges', 'External Lubrication system, if present', 'Motor/pump coupling', 'Horizontal']","['Seal Water Injection System, if present', 'Lube oil cooling heat exchanger or internal bearing cooler', 'Pump', 'Pump and its foundation', 'Gear drive oil pump and auxiliary oil pump', 'Radial Bearings', 'Rotating Asset', 'Axially Split Case']"
615,"['Pump', 'Horizontal', 'Multistage', 'Axially Split Case', 'Packing Seal', 'Radial Bearings', 'Oil Lubed', 'Rotating Asset', '95%']",['Axially Split Case'],"['Oil Lubed', 'Packing Seal', 'Horizontal', 'Rotating Asset', 'Multistage', 'Pump', 'Radial Bearings', '95%']","['Oil Lubed', 'Packing Seal', 'Radial Bearings', '95%']","['Axially Split Case', 'Rotating Asset', 'Multistage', 'Pump', 'Horizontal']","['Pump', '95%', 'Multistage', 'Rotating Asset', 'Horizontal']","['Packing Seal', 'Oil Lubed', 'Axially Split Case', 'Radial Bearings']"
616,"['Pump', 'Horizontal', 'Single', 'Single', 'Volute', 'Packing', 'Rolling Element', 'Grease', 'Rotating Asset', 'Pump and its casing', 'Suction and discharge flanges', 'Packing seal', 'Rolling element bearings', 'Pump foundation', 'Detectors, sensors, and alarms (e.g. bearing temperature and vibration)', 'Motor/pump coupling', 'Packing seal water injection system']",['Suction and discharge flanges'],"['Pump and its casing', 'Grease', 'Pump foundation', 'Rolling Element', 'Single', 'Rotating Asset', 'Packing', 'Volute', 'Rolling element bearings', 'Packing seal water injection system', 'Motor/pump coupling', 'Detectors, sensors, and alarms (e.g. bearing temperature and vibration)', 'Single', 'Packing seal', 'Horizontal', 'Pump']","['Packing seal', 'Pump', 'Detectors, sensors, and alarms (e.g. bearing temperature and vibration)', 'Packing', 'Single']","['Suction and discharge flanges', 'Grease', 'Motor/pump coupling', 'Rolling Element', 'Packing seal water injection system', 'Volute', 'Rolling element bearings', 'Single', 'Pump and its casing', 'Rotating Asset', 'Horizontal', 'Pump foundation']","['Pump foundation', 'Packing seal', 'Suction and discharge flanges', 'Rotating Asset', 'Horizontal', 'Pump', 'Packing', 'Single', 'Detectors, sensors, and alarms (e.g. bearing temperature and vibration)', 'Rolling Element', 'Pump and its casing', 'Packing seal water injection system', 'Motor/pump coupling', 'Single', 'Volute', 'Rolling element bearings']",['Grease']
617,"['Pump', 'Horizontal', 'Single', 'Single', 'Close Couple End Suction', 'Packing Seal', 'Rotating Asset', 'Pump and its casing', 'Suction flanges', 'Discharge flanges', 'Motor', 'Packing seal water injection system, if present']","['Close Couple End Suction', 'Pump and its casing', 'Packing seal water injection system, if present', 'Pump', 'Packing Seal']","['Single', 'Suction flanges', 'Motor', 'Horizontal', 'Rotating Asset', 'Discharge flanges', 'Single']","['Horizontal', 'Pump', 'Suction flanges', 'Packing seal water injection system, if present', 'Discharge flanges', 'Single', 'Pump and its casing', 'Packing Seal', 'Motor', 'Rotating Asset', 'Single']",['Close Couple End Suction'],"['Rotating Asset', 'Pump and its casing']","['Discharge flanges', 'Single', 'Pump', 'Single', 'Packing seal water injection system, if present', 'Packing Seal', 'Horizontal', 'Close Couple End Suction', 'Motor', 'Suction flanges']"
618,"['Pump - Vertical - Close Coupled', 'Rotating Asset', 'Motor support stand (excluding motor)', 'Pump casing', 'Pump internals', 'Motor/pump coupling', 'Seal Water Injection System, if present']","['Motor/pump coupling', 'Rotating Asset', 'Seal Water Injection System, if present', 'Pump casing', 'Motor support stand (excluding motor)', 'Pump - Vertical - Close Coupled']",['Pump internals'],"['Motor support stand (excluding motor)', 'Pump - Vertical - Close Coupled', 'Pump casing']","['Seal Water Injection System, if present', 'Rotating Asset', 'Pump internals', 'Motor/pump coupling']","['Seal Water Injection System, if present', 'Motor/pump coupling', 'Pump - Vertical - Close Coupled', 'Pump internals', 'Pump casing', 'Motor support stand (excluding motor)']",['Rotating Asset']
619,"['Pump', 'Vertical', 'Deep Draft', 'Radial Flow', 'Product Lubed', 'Rotating Asset', 'Motor mounting or flange (excluding motor)', 'Discharge head', 'Inlet suction strainer', 'Pump (exclude the motor/pump coupling)', 'Motor/pump coupling', 'Seal Water Injection System, if present']","['Motor/pump coupling', 'Deep Draft', 'Seal Water Injection System, if present', 'Inlet suction strainer', 'Pump (exclude the motor/pump coupling)', 'Radial Flow', 'Discharge head']","['Motor mounting or flange (excluding motor)', 'Pump', 'Vertical', 'Rotating Asset', 'Product Lubed']","['Rotating Asset', 'Product Lubed', 'Pump (exclude the motor/pump coupling)', 'Pump', 'Inlet suction strainer', 'Seal Water Injection System, if present', 'Radial Flow', 'Discharge head', 'Deep Draft']","['Motor/pump coupling', 'Motor mounting or flange (excluding motor)', 'Vertical']","['Pump (exclude the motor/pump coupling)', 'Discharge head']","['Pump', 'Product Lubed', 'Deep Draft', 'Rotating Asset', 'Motor/pump coupling', 'Radial Flow', 'Motor mounting or flange (excluding motor)', 'Seal Water Injection System, if present', 'Inlet suction strainer', 'Vertical']"
620,"['Poles\\_Wood\\_Distribution\\_WRCedar\\_CCA', 'Electrical Asset', 'Cross-arms', 'Other framing', 'Struts', 'Guys', 'Insulators', 'Section breakers', 'Transformers', 'Regulators', 'Capacitors', 'The pole itself, including holes drilled for attachment points for auxiliary components.', 'Auxiliary components themselves.', 'Components such as cross-arms and other framing, struts, guys, insulators, section breakers, transformers, regulators, and capacitors.']","['Struts', 'Transformers', 'Components such as cross-arms and other framing, struts, guys, insulators, section breakers, transformers, regulators, and capacitors.', 'Auxiliary components themselves.', 'Section breakers', 'Electrical Asset', 'Insulators', 'The pole itself, including holes drilled for attachment points for auxiliary components.']","['Regulators', 'Other framing', 'Poles\\_Wood\\_Distribution\\_WRCedar\\_CCA', 'Capacitors', 'Guys', 'Cross-arms']","['Insulators', 'Poles\\_Wood\\_Distribution\\_WRCedar\\_CCA', 'Capacitors', 'Guys', 'The pole itself, including holes drilled for attachment points for auxiliary components.', 'Electrical Asset', 'Transformers', 'Struts', 'Other framing', 'Cross-arms', 'Section breakers', 'Regulators']","['Components such as cross-arms and other framing, struts, guys, insulators, section breakers, transformers, regulators, and capacitors.', 'Auxiliary components themselves.']","['Other framing', 'The pole itself, including holes drilled for attachment points for auxiliary components.', 'Electrical Asset', 'Guys', 'Regulators', 'Poles\\_Wood\\_Distribution\\_WRCedar\\_CCA', 'Components such as cross-arms and other framing, struts, guys, insulators, section breakers, transformers, regulators, and capacitors.', 'Transformers', 'Insulators', 'Capacitors', 'Struts']","['Cross-arms', 'Auxiliary components themselves.', 'Section breakers']"
621,"['Poles\\_Wood\\_Transmission\\_SoPine\\_Penta', 'Electrical Asset', 'Cross-arms', 'Other framing', 'Struts', 'Guys', 'Insulators', 'Distribution voltage components', 'The pole itself, including holes drilled for attachment points for auxiliary components.', 'Auxiliary components themselves.', 'Cross-arms', 'Other framing', 'Struts', 'Guys', 'Insulators', 'Distribution voltage components']","['The pole itself, including holes drilled for attachment points for auxiliary components.', 'Other framing', 'Distribution voltage components', 'Distribution voltage components', 'Other framing', 'Struts', 'Auxiliary components themselves.', 'Guys', 'Cross-arms', 'Insulators', 'Electrical Asset', 'Poles\\_Wood\\_Transmission\\_SoPine\\_Penta']","['Guys', 'Cross-arms', 'Insulators', 'Struts']","['Struts', 'Insulators', 'Struts']","['Insulators', 'Guys', 'Distribution voltage components', 'Other framing', 'Cross-arms', 'The pole itself, including holes drilled for attachment points for auxiliary components.', 'Electrical Asset', 'Cross-arms', 'Distribution voltage components', 'Guys', 'Poles\\_Wood\\_Transmission\\_SoPine\\_Penta', 'Other framing', 'Auxiliary components themselves.']","['Cross-arms', 'Guys', 'Cross-arms']","['Poles\\_Wood\\_Transmission\\_SoPine\\_Penta', 'Insulators', 'Distribution voltage components', 'Other framing', 'Distribution voltage components', 'Struts', 'Insulators', 'Other framing', 'The pole itself, including holes drilled for attachment points for auxiliary components.', 'Guys', 'Struts', 'Electrical Asset', 'Auxiliary components themselves.']"
622,"['Poles_Wood_Transmission and Attachments_DFir_Creosote', 'Electrical Asset', 'Pole, Insulators, Crossarms and bracing, Overhead conductor (line), Trash rack']","['Electrical Asset', 'Poles_Wood_Transmission and Attachments_DFir_Creosote']","['Pole, Insulators, Crossarms and bracing, Overhead conductor (line), Trash rack']","['Pole, Insulators, Crossarms and bracing, Overhead conductor (line), Trash rack', 'Poles_Wood_Transmission and Attachments_DFir_Creosote']",['Electrical Asset'],"['Pole, Insulators, Crossarms and bracing, Overhead conductor (line), Trash rack', 'Poles_Wood_Transmission and Attachments_DFir_Creosote']",['Electrical Asset']
623,"['Power - Festoon Cable', 'Electrical Asset']",['Power - Festoon Cable'],['Electrical Asset'],['Electrical Asset'],['Power - Festoon Cable'],['Power - Festoon Cable'],['Electrical Asset']
624,"['Solar Array', 'Photovoltaic', 'Large Fixed', 'Electrical Asset', 'Solar Panels and Frames, Earthing and Lightning Protection, Cabinet, Power Connections', 'Solar Battery cells, Battery inter-tier and inter-cell connectors, Battery rack, Upstream and downstream distribution cables, Solar Regulator, DC converters, Solar Control Monitor and Switchgear, Remote Monitoring, Rectifier/Charger']","['Electrical Asset', 'Photovoltaic']","['Solar Array', 'Solar Panels and Frames, Earthing and Lightning Protection, Cabinet, Power Connections', 'Large Fixed', 'Solar Battery cells, Battery inter-tier and inter-cell connectors, Battery rack, Upstream and downstream distribution cables, Solar Regulator, DC converters, Solar Control Monitor and Switchgear, Remote Monitoring, Rectifier/Charger']","['Solar Array', 'Photovoltaic', 'Solar Panels and Frames, Earthing and Lightning Protection, Cabinet, Power Connections', 'Large Fixed']","['Electrical Asset', 'Solar Battery cells, Battery inter-tier and inter-cell connectors, Battery rack, Upstream and downstream distribution cables, Solar Regulator, DC converters, Solar Control Monitor and Switchgear, Remote Monitoring, Rectifier/Charger']","['Electrical Asset', 'Photovoltaic', 'Solar Array', 'Solar Battery cells, Battery inter-tier and inter-cell connectors, Battery rack, Upstream and downstream distribution cables, Solar Regulator, DC converters, Solar Control Monitor and Switchgear, Remote Monitoring, Rectifier/Charger', 'Solar Panels and Frames, Earthing and Lightning Protection, Cabinet, Power Connections']",['Large Fixed']
625,"['Distribution Recloser - SF6 Filled - Vacuum Bottle', 'Electrical Asset', 'Tank or tanks', 'SF6 gas bottles', 'Operating mechanism', 'Aux switches', 'Bushings', 'Battery', 'Battery charger', 'Capacitor-trip', 'Heaters', 'Thermostat', 'Fuses', 'Wiring', 'Controller', 'The entities are not in any specific order.']","['Fuses', 'The entities are not in any specific order.', 'Operating mechanism', 'Electrical Asset', 'Wiring', 'Capacitor-trip', 'Heaters']","['SF6 gas bottles', 'Aux switches', 'Tank or tanks', 'Controller', 'Bushings', 'Thermostat', 'Battery charger', 'Battery', 'Distribution Recloser - SF6 Filled - Vacuum Bottle']","['Bushings', 'Controller', 'Distribution Recloser - SF6 Filled - Vacuum Bottle', 'Aux switches', 'Battery charger', 'Tank or tanks', 'Thermostat', 'Electrical Asset', 'Heaters', 'Fuses', 'Capacitor-trip', 'Operating mechanism']","['The entities are not in any specific order.', 'Wiring', 'Battery', 'SF6 gas bottles']","['The entities are not in any specific order.', 'Electrical Asset', 'Wiring', 'Battery charger', 'Battery', 'Thermostat', 'Operating mechanism']","['Aux switches', 'Fuses', 'SF6 gas bottles', 'Heaters', 'Capacitor-trip', 'Tank or tanks', 'Controller', 'Bushings', 'Distribution Recloser - SF6 Filled - Vacuum Bottle']"
626,"['Relay - Control - Electromechanical - DC coil - De-Energized', 'Electrical Asset', 'Electromechanical control relays with normally de-energized DC coils', 'General Purpose, Dry-Reed, Mercury-Wetted Reed, Latching', 'The boundary of electromechanical control relays with normally de-energized DC coils for purpose of this database is defined to include the following electromechanical control relays (used for isolation, contact capacity amplification and multiplication, control interlocks, or logic matrix), and their external connectors. ', 'The entities are not necessarily in the same order as they appear in the text.']","['Electromechanical control relays with normally de-energized DC coils', 'General Purpose, Dry-Reed, Mercury-Wetted Reed, Latching', 'The boundary of electromechanical control relays with normally de-energized DC coils for purpose of this database is defined to include the following electromechanical control relays (used for isolation, contact capacity amplification and multiplication, control interlocks, or logic matrix), and their external connectors. ', 'Electrical Asset']","['Relay - Control - Electromechanical - DC coil - De-Energized', 'The entities are not necessarily in the same order as they appear in the text.']","['Electromechanical control relays with normally de-energized DC coils', 'The boundary of electromechanical control relays with normally de-energized DC coils for purpose of this database is defined to include the following electromechanical control relays (used for isolation, contact capacity amplification and multiplication, control interlocks, or logic matrix), and their external connectors. ', 'Relay - Control - Electromechanical - DC coil - De-Energized', 'Electrical Asset']","['General Purpose, Dry-Reed, Mercury-Wetted Reed, Latching', 'The entities are not necessarily in the same order as they appear in the text.']","['General Purpose, Dry-Reed, Mercury-Wetted Reed, Latching', 'The entities are not necessarily in the same order as they appear in the text.', 'Electromechanical control relays with normally de-energized DC coils']","['Relay - Control - Electromechanical - DC coil - De-Energized', 'The boundary of electromechanical control relays with normally de-energized DC coils for purpose of this database is defined to include the following electromechanical control relays (used for isolation, contact capacity amplification and multiplication, control interlocks, or logic matrix), and their external connectors. ', 'Electrical Asset']"
627,"['Electrical Asset', 'Relay - Motor Protection and Management - Microprocessor - Un-Monitored', '(1) SEL-710, and (2) SEL-849.', '(1) ML369, and (2) ML469.']","['(1) SEL-710, and (2) SEL-849.', 'Electrical Asset']","['(1) ML369, and (2) ML469.', 'Relay - Motor Protection and Management - Microprocessor - Un-Monitored']","['Relay - Motor Protection and Management - Microprocessor - Un-Monitored', 'Electrical Asset', '(1) SEL-710, and (2) SEL-849.']","['(1) ML369, and (2) ML469.']","['(1) ML369, and (2) ML469.', 'Relay - Motor Protection and Management - Microprocessor - Un-Monitored', '(1) SEL-710, and (2) SEL-849.']",['Electrical Asset']
628,"['Relay - Overspeed Protection - Electronic_V0', 'Electrical Asset', 'Panel insert with hinged door', 'AC & DC Power Supply Modules', 'Speed Control Module', 'Supervisory Module', 'Relay Board (trip and alarm)', 'Digital Displays', 'Push Button controls', 'Terminals (for power, alarm and signal outputs)', 'Magnetic Speed Pickups (3)', '2-wire passive or active 3-wire', 'External power supply wiring and source', 'External inputs, e.g. frequency pickups or trips, and remote start/stop or emergency shutdown signals', 'Any remote monitoring and process control']","['2-wire passive or active 3-wire', 'Push Button controls', 'Speed Control Module', 'AC & DC Power Supply Modules', 'Terminals (for power, alarm and signal outputs)', 'External power supply wiring and source', 'Electrical Asset', 'Relay Board (trip and alarm)', 'External inputs, e.g. frequency pickups or trips, and remote start/stop or emergency shutdown signals', 'Supervisory Module', 'Magnetic Speed Pickups (3)', 'Panel insert with hinged door', 'Any remote monitoring and process control']","['Digital Displays', 'Relay - Overspeed Protection - Electronic_V0']","['2-wire passive or active 3-wire', 'External power supply wiring and source', 'Any remote monitoring and process control', 'Panel insert with hinged door']","['Supervisory Module', 'Magnetic Speed Pickups (3)', 'Push Button controls', 'Terminals (for power, alarm and signal outputs)', 'Electrical Asset', 'Relay Board (trip and alarm)', 'Relay - Overspeed Protection - Electronic_V0', 'Digital Displays', 'External inputs, e.g. frequency pickups or trips, and remote start/stop or emergency shutdown signals', 'Speed Control Module', 'AC & DC Power Supply Modules']","['Electrical Asset', '2-wire passive or active 3-wire', 'Digital Displays']","['External inputs, e.g. frequency pickups or trips, and remote start/stop or emergency shutdown signals', 'Panel insert with hinged door', 'Any remote monitoring and process control', 'Terminals (for power, alarm and signal outputs)', 'External power supply wiring and source', 'Magnetic Speed Pickups (3)', 'Push Button controls', 'Relay - Overspeed Protection - Electronic_V0', 'AC & DC Power Supply Modules', 'Relay Board (trip and alarm)', 'Supervisory Module', 'Speed Control Module']"
629,"['Water Intake Screen - Traveling Type', 'Other Asset']",['Other Asset'],['Water Intake Screen - Traveling Type'],['Other Asset'],['Water Intake Screen - Traveling Type'],['Other Asset'],['Water Intake Screen - Traveling Type']
630,"['Switchgear - Circuit Breaker Panel', 'Electrical Asset', 'Circuit breakers', 'Main circuit breaker', 'Surge protector (if present)', 'Terminal strips', 'Wiring and connectors', 'The boundary of the Switchgear - Circuit Breaker Panel']","['Surge protector (if present)', 'Main circuit breaker', 'The boundary of the Switchgear - Circuit Breaker Panel']","['Circuit breakers', 'Wiring and connectors', 'Electrical Asset', 'Terminal strips', 'Switchgear - Circuit Breaker Panel']","['Circuit breakers', 'The boundary of the Switchgear - Circuit Breaker Panel', 'Switchgear - Circuit Breaker Panel', 'Wiring and connectors', 'Main circuit breaker', 'Electrical Asset']","['Terminal strips', 'Surge protector (if present)']","['Terminal strips', 'Circuit breakers', 'Switchgear - Circuit Breaker Panel', 'The boundary of the Switchgear - Circuit Breaker Panel', 'Surge protector (if present)']","['Main circuit breaker', 'Electrical Asset', 'Wiring and connectors']"
631,"['Switchgear - Low Voltage', 'Electrical Asset', 'Circuit Breaker', 'CTs', 'PTs', 'Switchgear Enclosure', 'Busbar', 'Insulation', 'Control Wiring', 'Supply MV Breaker', 'Power Cables', 'Protective Devices', 'Relays', 'Control Wiring', 'Switches', 'Local Metering', 'Grounding System', 'The switchgear enclosure may contain several of these representative circuit breaker buckets, therefore the calculated failure rate is for the overall enclosure and a single bucket.', 'Many of the smaller components listed in each subcomponent group are included only at the general level of component failure that has an effect on the operation of the switchgear as a whole, and does not list the specific degradation mechanisms associated with or contributed by each individual subcomponent.', 'Maintenance recommendations for some of the specific devices (such as protective relays; control, auxiliary, and timing relays; PTs; CTs; etc) normally associated with low voltage switchgear may be found by reviewing the information provided in the database for each specific type of component.']","['Grounding System', 'Insulation', 'Relays', 'Maintenance recommendations for some of the specific devices (such as protective relays; control, auxiliary, and timing relays; PTs; CTs; etc) normally associated with low voltage switchgear may be found by reviewing the information provided in the database for each specific type of component.', 'Switchgear Enclosure', 'Control Wiring', 'Protective Devices', 'Power Cables', 'Electrical Asset']","['Control Wiring', 'CTs', 'PTs', 'Many of the smaller components listed in each subcomponent group are included only at the general level of component failure that has an effect on the operation of the switchgear as a whole, and does not list the specific degradation mechanisms associated with or contributed by each individual subcomponent.', 'Switchgear - Low Voltage', 'Busbar', 'Circuit Breaker', 'Supply MV Breaker', 'The switchgear enclosure may contain several of these representative circuit breaker buckets, therefore the calculated failure rate is for the overall enclosure and a single bucket.', 'Local Metering', 'Switches']","['Local Metering', 'Protective Devices', 'Busbar', 'Supply MV Breaker', 'Switchgear - Low Voltage', 'Control Wiring', 'Maintenance recommendations for some of the specific devices (such as protective relays; control, auxiliary, and timing relays; PTs; CTs; etc) normally associated with low voltage switchgear may be found by reviewing the information provided in the database for each specific type of component.', 'PTs', 'Switches', 'Circuit Breaker', 'Grounding System', 'Insulation', 'Electrical Asset', 'Many of the smaller components listed in each subcomponent group are included only at the general level of component failure that has an effect on the operation of the switchgear as a whole, and does not list the specific degradation mechanisms associated with or contributed by each individual subcomponent.', 'CTs', 'The switchgear enclosure may contain several of these representative circuit breaker buckets, therefore the calculated failure rate is for the overall enclosure and a single bucket.', 'Control Wiring', 'Switchgear Enclosure']","['Power Cables', 'Relays']","['The switchgear enclosure may contain several of these representative circuit breaker buckets, therefore the calculated failure rate is for the overall enclosure and a single bucket.', 'Relays', 'Insulation', 'Electrical Asset', 'Switchgear Enclosure', 'Switches', 'Switchgear - Low Voltage', 'Grounding System', 'Circuit Breaker', 'Power Cables', 'CTs', 'PTs', 'Many of the smaller components listed in each subcomponent group are included only at the general level of component failure that has an effect on the operation of the switchgear as a whole, and does not list the specific degradation mechanisms associated with or contributed by each individual subcomponent.', 'Local Metering', 'Control Wiring', 'Control Wiring']","['Busbar', 'Supply MV Breaker', 'Maintenance recommendations for some of the specific devices (such as protective relays; control, auxiliary, and timing relays; PTs; CTs; etc) normally associated with low voltage switchgear may be found by reviewing the information provided in the database for each specific type of component.', 'Protective Devices']"
632,"['Electrical Asset', 'Switchgear', 'Medium Voltage', '1kV to 15kV', 'Vacuum Bottle Type', 'Switchgear enclosure composed of the racking mechanism and shutter assembly, and the bus stabs', 'Circuit breaker comprised of the main current vacuum bottle arc quench and insulation components, lubricant. and the operating mechanism', 'Electrical Devices such as micro switches, auxiliary switches, secondary disconnects, local control handle, fuse blocks, auxiliary. relays, charging motor, and heaters', 'Protective relays']","['Vacuum Bottle Type', 'Electrical Devices such as micro switches, auxiliary switches, secondary disconnects, local control handle, fuse blocks, auxiliary. relays, charging motor, and heaters', 'Protective relays', 'Switchgear enclosure composed of the racking mechanism and shutter assembly, and the bus stabs', '1kV to 15kV', 'Circuit breaker comprised of the main current vacuum bottle arc quench and insulation components, lubricant. and the operating mechanism']","['Medium Voltage', 'Switchgear', 'Electrical Asset']","['1kV to 15kV', 'Switchgear', 'Electrical Devices such as micro switches, auxiliary switches, secondary disconnects, local control handle, fuse blocks, auxiliary. relays, charging motor, and heaters', 'Medium Voltage', 'Protective relays', 'Vacuum Bottle Type', 'Electrical Asset', 'Circuit breaker comprised of the main current vacuum bottle arc quench and insulation components, lubricant. and the operating mechanism']","['Switchgear enclosure composed of the racking mechanism and shutter assembly, and the bus stabs']","['Medium Voltage', 'Protective relays', 'Electrical Asset']","['1kV to 15kV', 'Switchgear', 'Switchgear enclosure composed of the racking mechanism and shutter assembly, and the bus stabs', 'Circuit breaker comprised of the main current vacuum bottle arc quench and insulation components, lubricant. and the operating mechanism', 'Vacuum Bottle Type', 'Electrical Devices such as micro switches, auxiliary switches, secondary disconnects, local control handle, fuse blocks, auxiliary. relays, charging motor, and heaters']"
633,"['Switch - Large Mechanical Limit Type', 'Fixed Asset', 'Switch - Actuating Mechanism', 'Wiring and connections']","['Wiring and connections', 'Fixed Asset']","['Switch - Actuating Mechanism', 'Switch - Large Mechanical Limit Type']",['Fixed Asset'],"['Wiring and connections', 'Switch - Large Mechanical Limit Type', 'Switch - Actuating Mechanism']",['Switch - Actuating Mechanism'],"['Switch - Large Mechanical Limit Type', 'Wiring and connections', 'Fixed Asset']"
