TypeData.CompTypeID,TypeData.GenCompType,failure_locations
MTR_MVVert_6_V3,Motor - Medium Voltage <15Kv - Vertical - Solid Shaft - Tilt Pad - Sleeve Guide - Oil Lubed,"['Space Heaters', 'Rotor Spider - spider to shaft interference fit  design', 'Machine Fits', 'Bearings - Self equalizing tilting pad type', 'Bearing Metering Orifice', 'Rotor Bars and Shorting Rings', 'Frame, Enclosure, and Mounting', 'Bearing Insulation (Internal)', 'Internal Cooling Coil - Bearing Cooling Water', 'Space Heater wiring', 'Rotor Fans with interference fit design', 'Piping & Connections', 'Motor Lead Electrical Connections - crimped lugs', 'Rotor Cage - lamination support, i.e. spider', 'Surge Capacitors', 'Rotor Fans and Hardware', 'Shaft', 'Rotor Laminations', 'Rotor Spider - integral design where spider arms are welded to shaft', 'Bearing and Winding Temperature and Vibration probes', 'Bearings - Sleeve', 'Filters - Air coolers', 'Breather Caps & Sight Glass Vents', 'Rotor Retaining Rings (predominantly on 2-pole motors)', 'Stator Windings, includes Blocking, Bracing, Tying, Surge rings, Wedges', 'Rotor Cage - solid lamination design (non-spider design)', 'Bearing Seals (all types)', 'Stator Laminations', 'Bearing Seals (contact type)', 'Motor Leads', 'Bearing Seals (non-contact type)', 'Bearing Insulation (External)', 'Winding Electrical Connections - brazed', 'Lubrication - Oil', 'Baffles', 'Gaskets - general']"
PCB_Dist_2,Distribution Circuit Breaker Oil Filled - 1kV to 34kV,"['Dash pots', 'Pneumatic Mechanism - Tubing, Fittings, gauges', 'Pneumatic Mechanism - Receiver Tank', 'Tank Liner', 'Wiring', 'Cabinet heater', 'Hydraulic Mechanism - Accumulator', 'Thermostat', 'Lift Rod and Guides', 'Aux/AB Switch', 'Pneumatic Mechanism - Air Compressor', 'Hydraulic Mechanism - Tubing, Fittings, gauges', 'Linkage', 'Hydraulic Mechanism - Check Valve', 'Fuse', 'Oil Filled Bushings', 'Tank', 'Pneumatic Mechanism - Motor', 'Door Gasket', 'Hydraulic Mechanism - Pump', 'Interrupter', 'Grading Resistors', 'Tail Spring, shock absorber', 'Hydraulic Mechanism - Motor', 'Oil', 'Pneumatic Mechanism - Alarms and Switches', 'Close and Trip Solenoids', 'Close and Trip Coils']"
PCB_Dist_3,Distribution Circuit Breaker Vacuum - 1kV to 34kV,"['Bus Stabs (Breaker)', 'Operating Mechanism', 'Main current contacts', 'Racking Mechanism and Shutter Assembly', 'Main Current and Insulation', 'Vacuum Bottle', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, local control handle, fuse blocks, aux. relays, charging motor, heaters)', 'Close and Trip Solenoids', 'Lubricant']"
PCB_Sub_1,Circuit Breaker - Substation - Oil Filled,"['Dash pots', 'Pneumatic Mechanism - Tubing, Fittings, gauges', 'Pneumatic Mechanism - Receiver Tank', 'Explosion pots', 'Wiring', 'Cabinet heater', 'Hydraulic Mechanism - Accumulator', 'Thermostat', 'Lift Rod and Guides', 'Aux/AB Switch', 'Pneumatic Mechanism - Air Compressor', 'Hydraulic Mechanism - Tubing, Fittings, gauges', 'Linkage', 'Hydraulic Mechanism - Check Valve', 'Fuse', 'Oil Filled Bushings', 'Tank', 'Pneumatic Mechanism - Motor', 'Door Gasket', 'Hydraulic Mechanism - Pump', 'Interrupter', 'Grading Resistors', 'Hydraulic Mechanism - Motor', 'Oil', 'Pneumatic Mechanism - Alarms and Switches', 'Close and Trip Solenoids', 'Tail Spring', 'Close and Trip Coils']"
PCB_Sub_3,Circuit Breaker - Substation - SF6 Single Pressure,"['Pneumatic Mechanism - Tubing, Fittings, gauges', 'Desiccant bags', 'Pneumatic Mechanism - Receiver Tank', 'Cabinet thermostat', 'Pressure boundary components', 'Wiring', 'Gaskets and seals', 'Cabinet heater', 'Aux/AB Switch', 'Pneumatic Mechanism - Air Compressor', 'Linkage', 'Fuse', 'SF6 Filled Bushings', 'Tank', 'Operating Rods', 'Pneumatic Mechanism - Motor', 'Door Gasket', 'Interrupter', 'SF6 gas', 'Bushing 4-hole pad connector', 'Grading Resistors', 'Pneumatic Mechanism - Alarms and Switches', 'Close and Trip Solenoids', 'Tail Spring', 'Close and Trip Coils']"
Pipe_DrainTrap_1,Pipe - Drain Trap,['Trap']
PIPE_Flanged_Adapter_V0,Pipe - Flanged Adapter,"['Pipe', 'O-Rings', 'Flanged Joints', 'Bolted Fasteners']"
PMP_HORZ_1A_V0,Pump - Horizontal - Multistage - Barrel Type - Mechanical Seal - Radial Bearings-Oil Lubed,"['Balancing Device', 'Bearings - Antifriction (radial and thrust)', 'Seal - Mechanical', 'Lube Oil Cooling Heat Exchanger or Internal Bearing Cooler', 'Automatic Oilers', 'Bearing Seals - Labyrinth', 'Shaft', 'Lube Oil Metering Orifice', 'Impellers', 'Pump Casing and Closure Head', 'Lube Oil System', 'Breather Caps & Sight Glass Vents', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', ""Bearing Temperature RTD's"", 'Connections & Piping', 'Lube Oil', 'Wear Rings and Surfaces', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_1B_V0,Pump - Horizontal - Multistage - Barrel Type - Mechanical Seal - Radial-Sleeve Bearings-Oil Lubed,"['Balancing Device', 'Seal - Mechanical', 'Lube Oil Cooling Heat Exchanger or Internal Bearing Cooler', 'Wear Rings and surfaces', 'Automatic Oilers', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Lube Oil Metering Orifice', 'Impellers', 'Pump Casing and Closure Head', 'Bearings - Sleeve', 'Lube Oil System', 'Breather Caps & Sight Glass Vents', 'Bearings - Antifriction Radial Thrust', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', ""Bearing Temperature RTD's"", 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_1C_V0,Pump - Horizontal - Multistage - Barrel Type - Mechanical Seal - Kingsbury-Sleeve Bearings-Oil Lubed,"['Balancing Device', 'Seal - Mechanical', 'Lube Oil Cooling Heat Exchanger or Internal Bearing Cooler', 'Wear Rings and surfaces', 'Automatic Oilers', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Lube Oil Metering Orifice', 'Impellers', 'Bearings - Kingsbury type', 'Pump Casing and Closure Head', 'Bearings - Sleeve', 'Lube Oil System', 'Breather Caps & Sight Glass Vents', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', ""Bearing Temperature RTD's"", 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_2B_V0,Pump - Horizontal - Multistage - Axially Split Case - Mechanical Seal - Radial-Sleeve Bearings-Oil Lubed,"['Balancing Device', 'Bearings - Antifriction (radial and thrust)', 'Seal - Mechanical', 'Lube Oil Cooling Heat Exchanger or Internal Bearing Cooler', 'Wear Rings and surfaces', 'Automatic Oilers', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Lube Oil Metering Orifice', 'Impellers', 'Bearings - Sleeve', 'Lube Oil System', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', ""Bearing Temperature RTD's"", 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_2C_V0,Pump - Horizontal - Multistage - Axially Split Case - Mechanical Seal - Kingsbury-Sleeve Bearings-Oil Lubed,"['Balancing Device', 'Seal - Mechanical', 'Lube Oil Cooling Heat Exchanger or Internal Bearing Cooler', 'Wear Rings and surfaces', 'Automatic Oilers', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Lube Oil Metering Orifice', 'Impellers', 'Bearings - Kingsbury type', 'Bearings - Sleeve', 'Lube Oil System', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', ""Bearing Temperature RTD's"", 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_2D_V0,Pump - Horizontal - Multistage - Axially Split Case - Mechanical Seal - Sleeve Bearings-Oil Lubed,"['Balancing Device', 'Seal - Mechanical', 'Lube Oil Cooling Heat Exchanger or Internal Bearing Cooler', 'Wear Rings and surfaces', 'Automatic Oilers', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Lube Oil Metering Orifice', 'Impellers', 'Bearings - Sleeve', 'Lube Oil System', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', ""Bearing Temperature RTD's"", 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_2E_V0,Pump - Horizontal - Multistage - Axially Split Case - Packing Seal - Kingsbury-Sleeve Bearings-Oil Lubed,"['Balancing Device', 'Lube Oil Cooling Heat Exchanger or Internal Bearing Cooler', 'Wear Rings and surfaces', 'Automatic Oilers', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Lube Oil Metering Orifice', 'Stuffing Box Flange to Horizontal Joint', 'Impellers', 'Bearings - Kingsbury type', 'Bearings - Sleeve', 'Lube Oil System', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Seal - Packing', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', ""Bearing Temperature RTD's"", 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_2F_V0,Pump - Horizontal - Multistage - Axially Split Case - Packing Seal - Radial-Sleeve Bearings-Oil Lubed,"['Balancing Device', 'Bearings - Antifriction (radial and thrust)', 'Lube Oil Cooling Heat Exchanger or Internal Bearing Cooler', 'Wear Rings and surfaces', 'Automatic Oilers', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Lube Oil Metering Orifice', 'Stuffing Box Flange to Horizontal Joint', 'Impellers', 'Bearings - Sleeve', 'Lube Oil System', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Seal - Packing', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', ""Bearing Temperature RTD's"", 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_2H_V0,Pump - Horizontal - Multistage - Axially Split Case - Packing Seal - Sleeve Bearings-Oil Lubed,"['Balancing Device', 'Lube Oil Cooling Heat Exchanger or Internal Bearing Cooler', 'Wear Rings and surfaces', 'Automatic Oilers', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Lube Oil Metering Orifice', 'Stuffing Box Flange to Horizontal Joint', 'Impellers', 'Bearings - Sleeve', 'Lube Oil System', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Seal - Packing', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', ""Bearing Temperature RTD's"", 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_3A_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Mechanical Seal - Sleeve Bearings_Oil Lubed,"['Automatic Oilers, if present', 'Seal - Mechanical', 'Bearing Vibration Probes', 'Seal - Fixed Breakdown Bushing', 'Lube Oil System (self-contained)', 'Wear Rings and surfaces', 'Bearing Temperature Probes', 'Impeller', 'Lube Oil Bearing Metering Orifice', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Bearings - sleeve', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Lube Oil Cooling Heat Exchanger', 'Pump Casing and Closure', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_3B_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Mechanical Seal - Rolling Element Bearings_Oil Lubed,"['Automatic Oilers, if present', 'Bearings - rolling element (radial and thrust)', 'Seal - Mechanical', 'Bearing Vibration Probes', 'Seal - Fixed Breakdown Bushing', 'Lube Oil System (self-contained)', 'Wear Rings and surfaces', 'Bearing Temperature Probes', 'Impeller', 'Lube Oil Bearing Metering Orifice', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Lube Oil Cooling Heat Exchanger', 'Pump Casing and Closure', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_3C_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Mechanical Seal - Rolling Element Bearings_Grease Lubed,"['Bearings - rolling element (radial and thrust)', 'Bearing Temperature Probes', 'Pump Casing and Closure', 'Impeller', 'Bearing Vibration Probes', 'Gaskets & O-Rings', 'Seal - Mechanical', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Lubrication - Grease', 'Seal - Fixed Breakdown Bushing', 'Connections & Piping', 'Pump Casing', 'Shaft', 'Wear Rings and Surfaces', 'Diffusers, Volutes & Channel Rings', 'Bearing Seals - contact type']"
PMP_HORZ_3D_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Mechanical Seal - Rolling Element_Sleeve Bearings_Oil Lubed,"['Automatic Oilers, if present', 'Seal - Mechanical', 'Bearing Vibration Probes', 'Bearings - rolling element', 'Seal - Fixed Breakdown Bushing', 'Lube Oil System (self-contained)', 'Wear Rings and surfaces', 'Bearing Temperature Probes', 'Impeller', 'Lube Oil Bearing Metering Orifice', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Bearings - sleeve', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Lube Oil Cooling Heat Exchanger', 'Pump Casing and Closure', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_3E_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Sleeve Bearings_Oil Lubed,"['Automatic Oilers, if present', 'Bearing Vibration Probes', 'Wear Rings and surfaces', 'Lube Oil System (self-contained)', 'Bearing Temperature Probes', 'Impeller', 'Lube Oil Bearing Metering Orifice', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Bearings - sleeve', 'Seal - Fixed Breakdown Bushing, if present', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Seal - Packing', 'Lube Oil Cooling Heat Exchanger', 'Pump Casing and Closure', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_3F_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Rolling Element Bearings_Oil Lubed,"['Automatic Oilers, if present', 'Bearings - rolling element (radial and thrust)', 'Bearing Vibration Probes', 'Wear Rings and surfaces', 'Lube Oil System (self-contained)', 'Bearing Temperature Probes', 'Impeller', 'Lube Oil Bearing Metering Orifice', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Seal - Fixed Breakdown Bushing, if present', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Seal - Packing', 'Lube Oil Cooling Heat Exchanger', 'Pump Casing and Closure', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_3G_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Rolling Element Bearings_Grease Lubed,"['Seal - Packing', 'Bearings - rolling element (radial and thrust)', 'Bearing Temperature Probes', 'Pump Casing and Closure', 'Impeller', 'Bearing Vibration Probes', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Lubrication - Grease', 'Connections & Piping', 'Pump Casing', 'Seal - Fixed Breakdown Bushing, if present', 'Shaft', 'Wear Rings and Surfaces', 'Diffusers, Volutes & Channel Rings', 'Bearing Seals - contact type']"
PMP_HORZ_3H_V0,Pump - Horizontal - Single Stage - Double Suction - Axially Split Case - Packing Seal - Rolling Element_Sleeve Bearings_Oil Lubed,"['Automatic Oilers, if present', 'Bearing Vibration Probes', 'Bearings - rolling element', 'Wear Rings and surfaces', 'Lube Oil System (self-contained)', 'Bearing Temperature Probes', 'Impeller', 'Lube Oil Bearing Metering Orifice', 'Bearing Seals - Labyrinth', 'Bearing Oil Slinger Ring', 'Shaft', 'Bearings - sleeve', 'Seal - Fixed Breakdown Bushing, if present', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Seal - Packing', 'Lube Oil Cooling Heat Exchanger', 'Pump Casing and Closure', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Connections & Piping', 'Lube Oil', 'Diffusers, Volutes & Channel Rings']"
PMP_HORZ_4A_V0,Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Mechanical Seal - Rolling Element Bearings - Oil Lubed,"['Automatic Oilers', 'Seal - Mechanical', 'Impeller', 'Gaskets & O-Rings', 'Integral Bearing Cooler, if present', 'Stuffing or Seal Box', ""Bearing Temperature RTD's, if present"", 'Bearing Seals - Labyrinth and/or Lip', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Shaft', 'Connections & Piping', 'Lube Oil', 'Wear Ring, if closed impeller', 'Breather Caps & Sight Glass Vents', 'Bearings - Rolling Element (radial and thrust)', 'Bearing Vibration Probes, if present', 'Pump Casing']"
PMP_HORZ_4B_V0,Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Mechanical Seal - Rolling Element Bearings - Grease Lubed,"['Bearing Seals - Lip', 'Seal - Mechanical', 'Impeller', 'Gaskets & O-Rings', 'Stuffing or Seal Box', ""Bearing Temperature RTD's, if present"", 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Shaft', 'Lubrication - Grease', 'Connections & Piping', 'Wear Ring, if closed impeller', 'Breather Caps & Sight Glass Vents', 'Bearings - Rolling Element (radial and thrust)', 'Bearing Vibration Probes, if present', 'Pump Casing']"
PMP_HORZ_4C_V0,Pump - Horizontal - Single Stage - Single Suction - Volute Casing Type - Packing Seal - Rolling Element Bearings - Oil Lubed,"['Automatic Oilers', 'Seal - Packing', 'Impeller', 'Gaskets & O-Rings', 'Integral Bearing Cooler, if present', 'Stuffing or Seal Box', ""Bearing Temperature RTD's, if present"", 'Bearing Seals - Labyrinth and/or Lip', 'Discharge and Suction Flanges', 'Pump Base Plate and Foundation', 'Shaft', 'Connections & Piping', 'Lube Oil', 'Wear Ring, if closed impeller', 'Breather Caps & Sight Glass Vents', 'Bearings - Rolling Element (radial and thrust)', 'Bearing Vibration Probes, if present', 'Pump Casing']"
PMP_HORZ_5A_V0,Pump - Horizontal - Single Stage - Single Suction - FGD Absorber Recycle - Elastomeric Liner,"['Bearings - Antifriction (radial and thrust)', 'Seal - Mechanical', 'Sensors - Vibration', 'Bearing Housing', 'Impeller', 'Pump Liner (Elastomeric, e.g. rubber or urethane)', 'Discharge and Suction Flanges - Metal Flange Rings', 'Sensors - Bearing Temperature', 'Shaft', 'Wear Ring(s), if present', 'Internal Bearing Cooler, if present', 'Breather Caps & Sight Glass Vents', 'Pump Casing', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Bearing Seals - Labyrinth and/or Lip', 'Pump Base Plate and Foundation', 'Lube Oil', 'Pump Liner']"
PMP_HORZ_5B_V0,Pump - Horizontal - Single Stage - Single Suction - Slurry or FGD Absorber Recycle - Metallic Liner,"['Bearings - Antifriction (radial and thrust)', 'Seal - Mechanical', 'Impeller', 'Sensors - Vibration', 'Gaskets & O-Rings', 'Discharge and Suction Flanges - Metal Flange Rings', 'Discharge and Suction Flanges', 'Bearing Seals - Labyrinth and/or Lip', 'Sensors - Bearing Temperature', 'Pump Base Plate and Foundation', 'Shaft', 'Internal Bearing Cooler, if present', 'Lube Oil', 'Bearing Housing', 'Breather Caps & Sight Glass Vents', 'Wear Ring(s), if present', 'Pump Casing', 'Pump Liner (Metallic, e.g. HC34 alloy or similar)']"
PMP_HORZ_5C_V0,Pump - Horizontal - Single Stage - Single Suction - Slurry or FGD Absorber Recycle - Ceramic Liner,"['Bearings - Antifriction (radial and thrust)', 'Seal - Mechanical', 'Impeller', 'Pump Liner (Ceramic, e.g. Silicon Nitride Bonded Silicon Carbide or similar)', 'Gaskets & O-Rings', 'Sensors - Vibration', 'Discharge and Suction Flanges - Metal Flange Rings', 'Discharge and Suction Flanges', 'Bearing Seals - Labyrinth and/or Lip', 'Sensors - Bearing Temperature', 'Pump Base Plate and Foundation', 'Shaft', 'Internal Bearing Cooler, if present', 'Lube Oil', 'Bearing Housing', 'Breather Caps & Sight Glass Vents', 'Wear Ring(s), if present', 'Pump Casing']"
PMP_HORZ_6A_V0,Pump - Horizontal - Single Stage - Single Suction - Close Couple End Suction Type - Mechanical Seal,"['Seal - Mechanical', 'Impeller', 'Gaskets & O-Rings', 'Discharge and Suction Flanges', 'Coupler - Motor-Pump, if present', 'Connections & Piping', 'Wear Ring, if closed impeller', 'Shaft', 'Stuffing or Seal Box', 'Pump Casing']"
PMP_PD_1,Pump - Positive Displacement,"['Crosshead Pin and Bearing', 'Oil Pump with Drive Chain and Sprockets (Pressure Lube System)', 'Main Crankshaft Bearings and Connecting Rod Bearings', 'Fluid Cylinder', 'Crankcase Breather', 'Gaskets and O-rings (Fluid Cylinder Assembly)', 'Pinion Shaft and Bearing', 'Thrust Bearing', 'Crankshaft', 'Valve Springs', 'Valve (guided type)', 'Suction Stabilizer and Discharge Dampener (bladder type)', 'Crosshead to Stub Fit', 'Oil Filter, if present', 'Oil Seals', 'Valve (disk or wing guided)', 'Packing', 'Main / Bull Gear and Pinion (Gear Reducer)', 'Gear Driven Oil Pump (external type)', 'Valve Seats', 'Oil Heat Exchanger', 'Crosshead Stub', 'Gaskets and O-rings (Power End Assembly)', 'Crosshead', 'Packing Cooling', 'Stuffing Box']"
PMP_PD_2_V0,Pump - Positive Displacement - Charging Pump,"['Crankcase Oil', 'Oil Filter', 'Gear Reducer - Oil', 'Gear Reducer - Bearings - Rolling Element (radial and thrust)', 'Crankcase Oil Pressure Switches', 'Crankcase Breather', 'Discharge Dampener (bladder type)', 'Baffle Seal Packing (oil side)', 'Gear Reducer - Shaft Oil Seals', 'Crankshaft', 'Gaskets and O-rings', 'Suction Stabilizer (bladder type)', 'Seal Lube Tank', 'Seal Lube Pump and Motor', 'Seal Lube Water Fill SOV', 'Baffle Seal Stuffing Reducer (oil side)', 'Seal Lube Water Pressure Switches', 'Crankcase Sight Glass', 'Suction Stabilizer and Discharge Dampener (bladder type)', 'Crankcase Thrust Washer', 'Plunger', 'Gear Reducer - Main, Bull and Pinion Gears', 'Geared Coupling Fasteners', 'Seal Lube Water Flow Meter', 'Fasteners (bolting, set screws, studs)', 'Seal Lube Water Pressure Control Valve', 'Crosshead Guide', 'Packing Cooling (Secondary water side)', 'Suction and Discharge Valves', 'Seal Lube Tank Level Indicator', 'Connecting Rod', 'Gear Reducer - Casing', 'Geared Coupling Gear Teeth', 'Geared Coupling Sleeve Mating Gasket', 'Pump Block', 'Crankshaft Bearings and Connecting Rod Bearings', 'Crankshaft Oil Seals', 'Gear Driven Oil Pump (external type)', 'Tubing', 'Crankcase Oil Sump', 'Crankcase Oil Pressure Relief Valve', 'Gauges', 'Seal Lube Tank Sight Glass', 'Packing (Primary and Secondary water side)', 'Gear Reducer - Oil Breather', 'Crosshead', 'Geared Coupling Grease', 'Geared Coupling Sleeve Gasket or O-ring', 'Gear Reducer - Shafts', 'Gear Reducer - Gaskets']"
PMP_PDCI_2,Pump - Chemical Injection - Small Positive Displacement Type,"['Wiring', 'Tubing', 'Wiring Connectors and Connections', 'Pump & Motor', 'Electrical Power Cord and Plug, if present']"
PMP_PDCI_3DD_V0,Pump - Chemical Injection - Double Diaphragm Type,"['Pump Diaphragm - Teflon', 'Pump Bearings - Rolling Element', 'Pump Piston Effective Stroke Collar (Control Sleeve)', 'Pump Rotating Assembly (worm gear, eccentric)', 'Suction Strainer', 'Pump-Motor Fasteners', 'Leak Detection Circuit Gauge', 'Pulsation Dampener Schrader Valve', 'Suction and Discharge Check Valves', 'Motor - External Fan and Cover', 'Motor - Bearing Grease Seals', 'Pulsation Dampener Gauge', 'Pump Piston or Plunger Lip Seal', 'Motor - Frame', 'Pump-Motor Gasket and O-Rings', 'Pump Rotating Assembly (worm gear, eccentric, crank)', 'Motor - Stator Windings', 'Motor Electrical Ground', 'Over Pressurization Relief Valve', 'Pump Dip Stick', 'Motor - Lubrication - Grease', 'Pulsation Dampener', 'Bleeder/Degassing Valve', 'Hydraulic Make-up Valve, if present', 'Pump Oil', 'Pump-Motor Coupling - Spline Type', 'Motor - Leads and Electrical Connections', 'Pump Piston or Plunger', 'Pump Casing with Head', 'Motor - Bearings - Rolling Element', 'Pump Drive Shaft Oil Seal', 'Pump and Motor Base (C Face)', 'Motor - Rotor bars and shorting rings (cast type)']"
PMP_Submersible_Trash_460MTR_V0,Pump - Submersible Solids Handling with 460V Motor,"['Pump', 'Discharge and Suction Flanges', 'Level Control Switch - Float Type', 'Discharge Hose', 'Pump Motor', 'Power Cable and Plug']"
PMP_VAC_1,Pump - Vacuum - Liquid Ring,"['Bearing housing seals', 'Mechanical shaft seal, if present', 'Seal Water Tank', 'Rotor, Cone, and Lobe', 'Pressure Switches', 'Pressure switches', 'Pump Internal Casing, including inlet and outlet flanges', 'Orifice', 'Float Valve', 'Solenoid valves', 'Gaskets', 'Air Filters, Element Type, if present', 'Bearings or Bushings', 'Oil', 'Check Valves', 'Fasteners / Hardware', 'Strainer, if present', 'Electronic/ Electrical Devices (Transmitters, Temperature control valves, Level / Flow / Thermocouples', 'Packing shaft seal, if present']"
PMP_VAC_2,Pump - Vacuum - Small,"['Vacuum Pump & Motor', 'Wiring', 'Tubing', 'Wiring Connectors and Connections', 'Electrical Power Cord and Plug, if present', 'Filter', 'Filter Canister', 'Vacuum Gauge']"
PMP_VERT_2_V2,Pump - Vertical - Deep Draft - Axial Flow,"['Bearing Retainers & Spiders', 'Discharge Bowl and Liner', 'Packing', 'Suction Bell', 'Impeller', 'Pump / Motor Coupling', 'Mechanical Seal', 'Pump Base and Mounting', 'Gaskets, O-Rings', 'Cathodic Protection, if present', 'Line Shaft Coupling', 'Shaft', 'Bearings - Sleeve (process or bearing lube water fluid lubricated)', 'Discharge Head and Motor Mount', 'Column Piping']"
Pole_Wood_1,Poles_Wood_Distribution_DFir_ACZA,"['Pole mid-section', 'Pole top (top 12 to 18 inches)', 'Ground line (+3 inches downward)', 'Ground line (+7 feet to +3 inches)']"
Pole_Wood_3,Poles_Wood_Distribution_DFir_Penta,"['Pole mid-section', 'Pole top (top 12 to 18 inches)', 'Ground line (+3 inches downward)', 'Ground line (+7 feet to +3 inches)']"
Pole_Wood_4,Poles_Wood_Distribution_SoPine_CCA,"['Pole mid-section', 'Pole top (top 12 to 18 inches)', 'Ground line (+3 inches downward)', 'Ground line (+7 feet to +3 inches)']"
Pole_Wood_5,Poles_Wood_Distribution_SoPine_Creosote,"['Pole mid-section', 'Pole top (top 12 to 18 inches)', 'Ground line (+3 inches downward)', 'Ground line (+7 feet to +3 inches)']"
