TypeData.CompTypeID,TypeData.GenCompType,failure_locations
Bumper_1_V0,Bumper - Hydraulic,"['Safety Cables', 'Hydraulic Cylinder - Seals', 'Plunger Sealing Ball', 'Plunger', 'Metering Pin', 'Bumper Head and Bracket', 'Hydraulic Cylinder', 'Separator Piston', 'Metering Orifice', 'Dust Cover, if present']"
Bumper_2_V0,Bumper - Spring,"['Mounting Bracket', 'Safety Cables', 'Bumper Head and Bracket', 'Stationary Cylinder', 'Spring Plunger', 'Spring', 'Bolting']"
Bumper_3_V0,Bumper - Solid,"['Mounting Bracket', 'Safety Cables', 'Bumper Head and Bracket', 'Stationary Cylinder', 'Spring Plunger', 'Spring', 'Bolting']"
CBL_PLT_Control_1_V0,Cable - Plant - Control - Silicon Rubber Insulation and Sheath,"['Terminal Boards', 'Insulation and Sheath - Silicon Rubber', 'Termination - lugs', 'Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)']"
CBL_PLT_Instrumentation_1_V0,Cable - Plant - Instrumentation - CPE Jacket with FREP Insulation,"['Termination - lugs', 'Jacket - CPE (Chlorinated Polyethylene) with Aluminized Mylar Shield Tape and Drain Wire', 'Terminal Boards', 'Insulation - FREP (Flame Retardant Ethylene-Propylene)', 'Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)']"
CBL_PLT_LVPwrandCtrl_1_V0,Cable - Plant - Low Power and Control - CSPE Jacket with XLPE Insulation,"['Termination - lugs', 'Terminal Boards', 'Insulation - XLPE (Cross Linked Polyethylene)', 'Jacket - Hypalon/CSPE (Chlorosulphonated Polyethylene)', 'Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)']"
CBL_PLT_LVPwrandCtrl_2_V0,Cable - Plant - Low Power and Control - Neoprene Jacket with XLPE Insulation,"['Termination - lugs', 'Jacket - Neoprene', 'Terminal Boards', 'Insulation - XLPE (Cross Linked Polyethylene)', 'Splice - Heat Shrink (XLPO - Cross Linked Polyolefin)']"
CBL_Power_Buried_1,Cable - Buried Power - Jacketed - Butyl,"['Terminations', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_Power_Buried_2,Cable - Buried Power - Jacketed - EPR-DF,"['Terminations', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_Power_Buried_3,Cable - Buried Power - Jacketed - EPR-DR,"['Terminations', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_Power_Buried_4,Cable - Buried Power - Jacketed - TR-XLP,"['Terminations', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_Power_Buried_5,Cable - Buried Power - Jacketed - XLP-HMWPE,"['Terminations', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_Power_Buried_6,Cable - Buried Power - PILC,"['Cable - lead sheath (jacketed and unjacketed)', 'Terminations - lead', 'Terminations - extruded', 'Cable - conductor', 'Cable - outer jacket, if present', 'Cable - insulation', 'Splices -  transition to extruded cable', 'Splices']"
CBL_Power_Buried_7,Cable - Buried Power - Unjacketed - Butyl,"['Terminations', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_Power_Buried_8,Cable - Buried Power - Unjacketed - EPR-DF,"['Terminations', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_Power_Buried_9,Cable - Buried Power - Unjacketed - TR-XLP,"['Terminations', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_Power_Buried_10,Cable - Buried Power - Unjacketed - XLP-HMWPE,"['Terminations', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_PWR_PLT_BLK_EPR_Duct_1,"Cable - Plant - 5-15kV - Black EPR - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - taped metal shield', 'Cable - insulation shield (polymer tape)', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Terminations - dry', 'Cable - outer jacket']"
CBL_PWR_PLT_BLK_EPR_Duct_2,"Cable - Plant - 5-15kV - Black EPR - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - taped metal shield', 'Cable - insulation shield (polymer tape)', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Terminations - outdoor', 'Cable - outer jacket']"
CBL_PWR_PLT_BLK_EPR_DuctNS_1,"Cable - Plant - 5kV - Black EPR - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - outer jacket', 'Cable - insulation', 'Terminations - dry']"
CBL_PWR_PLT_BLK_EPR_DuctNS_2,"Cable - Plant - 5kV - Black EPR - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Terminations - outdoor', 'Cable - conductor', 'Cable - outer jacket', 'Cable - insulation']"
CBL_PWR_PLT_BLK_EPR_DuctNS_3,"Cable - Plant - 5kV - Black EPR - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket', 'Splices']"
CBL_PWR_PLT_BLK_EPR_UG_1,"Cable - Plant - 5-35kV - Black EPR - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - taped metal shield', 'Terminations - outdoor or dry', 'Cable - insulation shield (polymer tape)', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - outer jacket', 'Splices']"
CBL_PWR_PLT_BRN_EPR_DR_Duct_1,"Cable - Plant - 5-15kV - Brown EPR - Discharge Resistant - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - taped metal shield', 'Cable - conductor', 'Cable - insulation', 'Terminations - dry', 'Cable - outer jacket']"
CBL_PWR_PLT_BRN_EPR_DR_Duct_2,"Cable - Plant - 5-15kV - Brown EPR - Discharge Resistant - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - taped metal shield', 'Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket']"
CBL_PWR_PLT_BRN_EPR_DR_DuctNS_1,"Cable - Plant - 5kV - Brown EPR - Discharge Resistant - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - outer jacket', 'Cable - insulation', 'Terminations - dry']"
CBL_PWR_PLT_BRN_EPR_DR_DuctNS_2,"Cable - Plant - 5kV - Brown EPR - Discharge Resistant - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Terminations - outdoor', 'Cable - conductor', 'Cable - outer jacket', 'Cable - insulation']"
CBL_PWR_PLT_BRN_EPR_DR_DuctNS_3,"Cable - Plant - 5kV - Brown EPR - Discharge Resistant - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket', 'Splices']"
CBL_PWR_PLT_BRN_EPR_DR_UG_1,"Cable - Plant - 5-35kV - Brown EPR - Discharge Resistant - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - insulation shield (extruded polymer)', 'Cable - taped metal shield', 'Terminations - outdoor or dry', 'Cable - conductor', 'Cable - insulation', 'Cable - outer jacket', 'Splices']"
CBL_PWR_PLT_BUTYL_Duct_1,"Cable - Plant - 5-15kV - Butyl - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Terminations', 'Cable - insulation shield (polymer tape)', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)']"
CBL_PWR_PLT_BUTYL_Duct_2,"Cable - Plant - 5-15kV - Butyl - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Terminations', 'Cable - insulation shield (polymer tape)', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)']"
CBL_PWR_PLT_BUTYL_DuctNS_1,"Cable - Plant - 5kV - Butyl - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - outer jacket', 'Cable - insulation', 'Terminations - dry']"
CBL_PWR_PLT_BUTYL_DuctNS_2,"Cable - Plant - 5kV - Butyl - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Terminations - outdoor', 'Cable - conductor', 'Cable - outer jacket', 'Cable - insulation']"
CBL_PWR_PLT_BUTYL_DuctNS_3,"Cable - Plant - 5kV - Butyl - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket', 'Splices']"
CBL_PWR_PLT_BUTYL_UG_1,"Cable - Plant - 5-35kV - Butyl - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Terminations - outdoor or dry', 'Cable - insulation shield (polymer tape)', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - outer jacket', 'Cable - neutral (concentric or taped only)', 'Splices']"
CBL_PWR_PLT_PINK_EPR_DF_Duct_1,"Cable - Plant - 5-15kV - Pink EPR - Discharge Free - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Terminations', 'Cable - insulation shield (extruded polymer)', 'Cable - taped metal shield', 'Cable - conductor', 'Cable - insulation', 'Cable - outer jacket']"
CBL_PWR_PLT_PINK_EPR_DF_Duct_2,"Cable - Plant - 5-15kV - Pink EPR - Discharge Free - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - taped metal shield', 'Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket']"
CBL_PWR_PLT_PINK_EPR_DF_DuctNS_1,"Cable - Plant - 5kV - Pink EPR - Discharge Free - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Cable - conductor', 'Cable - outer jacket', 'Cable - insulation', 'Terminations']"
CBL_PWR_PLT_PINK_EPR_DF_DuctNS_2,"Cable - Plant - 5kV - Pink EPR - Discharge Free - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Terminations - outdoor', 'Cable - conductor', 'Cable - outer jacket', 'Cable - insulation']"
CBL_PWR_PLT_PINK_EPR_DF_DuctNS_3,"Cable - Plant - 5kV - Pink EPR - Discharge Free - Jacketed-Non-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, wet/dry splice","['Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket', 'Splices']"
CBL_PWR_PLT_PINK_EPR_DF_UG_1,"Cable - Plant - 5-35kV - Pink EPR - Discharge Free - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - insulation shield (extruded polymer)', 'Cable - taped metal shield', 'Terminations - outdoor or dry', 'Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket', 'Splices']"
CBL_PWR_PLT_Splice_1,Cable - Plant - Splice - 5-15kV,['Splices']
CBL_PWR_PLT_TR_XLPE_Duct_1,"Cable - Plant - 5-15kV - TR-XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Terminations', 'Cable - insulation shield (extruded polymer)', 'Cable - taped metal shield', 'Cable - conductor', 'Cable - insulation', 'Cable - outer jacket']"
CBL_PWR_PLT_TR_XLPE_Duct_2,"Cable - Plant - 5-15kV - TR-XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - insulation shield (extruded polymer)', 'Cable - taped metal shield', 'Cable - conductor', 'Cable - insulation', 'Terminations - outdoor', 'Cable - outer jacket']"
CBL_PWR_PLT_TR_XLPE_UG_1,"Cable - Plant - 5-35kV - TR-XLPE - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - insulation shield (extruded polymer)', 'Cable - taped metal shield', 'Terminations - outdoor or dry', 'Cable - conductor', 'Cable - insulation', 'Cable - outer jacket', 'Splices']"
CBL_PWR_PLT_XLPE_Duct_1,"Cable - Plant - 5-15kV - XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, dry termination, no splice","['Terminations', 'Cable - taped metal shield', 'Cable - insulation shield (extruded or taped polymer)', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - outer jacket']"
CBL_PWR_PLT_XLPE_Duct_2,"Cable - Plant - 5-15kV - XLPE - Jacketed-Shielded - Duct/Conduit/Tray - wet/dry cable, outdoor termination, no splice","['Cable - taped metal shield', 'Cable - insulation shield (extruded or taped polymer)', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Terminations - outdoor', 'Cable - outer jacket']"
CBL_PWR_PLT_XLPE_UG_1,"Cable - Plant - 5-35kV - XLPE - Jacketed-Shielded - Underground - wet cable, outdoor/dry termination, wet splice","['Cable - taped metal shield', 'Cable - insulation shield (extruded or taped polymer)', 'Terminations - outdoor or dry', 'Cable - conductor', 'Cable - insulation', 'Cable - insulation shield (cotton tape)', 'Cable - outer jacket', 'Splices']"
ChillerandCOMP_1,HVAC - Chiller & Centrifugal Compressor,"['Fasteners/ Hardware', 'Electronic/Electrical Devices: Transmitters, Temperature Control Valves, Programmable logic controls, Level/Flow switches, RTDS, I/P Transducers', 'Refrigerant Metering Device', 'Compressor, Shaft seal', 'Compressor System Failure', 'Purge Unit', 'Chiller Instrumentation and Control Devices: Capacity, Oil Pressure, Oil Level, Refrigerant High & Low Pressure, Freeze Protection', 'Gear Box', 'Coupling', 'Solenoid Valves', 'Compressor, Gaskets', 'Compressor, Impeller', 'Oil Return System: Eductor, Sump Level switch, SOV', 'Heat Exchangers: Condenser', 'Compressor, Lubrication Failure', 'Pressure Relief Valve (Safety Valve)', 'Bearings', 'Refrigerant Operated Control Valve', 'Heat Exchangers: Evaporator', 'Rupture disk', 'Capacity Control (PreRotation Vanes)']"
ChillerandCOMP_2,HVAC - Chiller & Reciprocating Compressor,"['Pulleys and Belts', 'Electronic/Electrical Devices: Transmitters, Temperature Control Valves, Programmable logic controls, Level/Flow switches, RTDS, I/P Transducers', 'Refrigerant Metering Device', 'Compressor, Cylinders', 'Compressor, Shaft seal', 'Fasteners/Hardware', 'Purge Unit', 'Chiller Instrumentation and Control Devices: Capacity, Oil Pressure, Oil Level, Refrigerant High & Low Pressure, Freeze Protection', 'Solenoid Valves', 'Compressor, Relief Valve', 'Compressor, Gaskets', 'Heat Exchangers: Condenser', 'Compressor, Lubrication Failure', 'Pressure Relief Valve (Safety Valve)', 'Bearings', 'Compressor, Frame and Mounting', 'Refrigerant Operated Control Valve', 'Compressor, Unloader Valve', 'Heat Exchangers: Evaporator', 'Rupture disk', 'Compressor, Shaft']"
ChillerandCOMP_3,HVAC - Chiller & Rotary Screw Compressor,"['Fasteners/ Hardware', 'Electronic/Electrical Devices: Transmitters, Temperature Control Valves, Programmable logic controls, Level/Flow switches, RTDS, I/P Transducers', 'Refrigerant Metering Device', 'Compressor, Bull Gear', 'Compressor, Shaft seal', 'Purge Unit', 'Chiller Instrumentation and Control Devices: Capacity, Oil Pressure, Oil Level, Refrigerant High & Low Pressure, Freeze Protection', 'Separator Oil Heater', 'Coupling', 'Solenoid Valves', 'Compressor, Lubrication', 'Compressor, Capacity Slide Control Valve', 'Compressor, Gaskets', 'Compressor, Oil Pump', 'Rupture Disk', 'Heat Exchangers: Condenser', 'Pressure Relief Valve (Safety Valve)', 'Bearings', 'Refrigerant Operated Control Valve', 'Heat Exchangers: Evaporator', 'Compressor, Rotors']"
CIP_Skid_V0,CIP - Clean In-Place Skid,"['Valve - Manual - Vent, Drain, and Isolation (Gate, Globe, Plug)', 'Valve - Diaphragm (Air Operated)', 'E-Stops and Interlocks', 'Filter - CIP Process Fluid', 'Valve - Ball (Air Operated)', 'Strainer', 'Instrumentation - Gauges or Indicators (Temperature, Pressure, Flow)', 'Ground or Earth Connection', 'Control Panel and Enclosure (Disconnect, Main Circuit Breaker, Relays, Terminations, Power Supply, Control Module, Lights, Switches, Alarms, Wiring, etc.)', 'Valve - Pressure Control Valve (Diaphragm Manual)', 'Valve - Relief', 'Instrumentation - Indicator and Transmitter (Conductivity, Flow, Level, Pressure, Temperature)', 'Valve - Temperature & Flow Control Valves (Air Operated)', 'Tank', 'Heat Exchanger', 'Valve - Check (Swing Type)', 'Filter - Process Air', 'Valve - Ball (Manual)', 'Steam Trap (Balanced Pressure Thermostatic Type)', 'VDF (Pump Motor Variable Frequency Drive)', 'Pump', 'Tri-Clamp Isolation Devices', 'Pump Motor', 'Pipe Insulation', 'Pipe and Fittings', 'Pipe and Instrument Penetrations, and Thermowells', 'Flex Hoses, Flex Lines, and Fittings', 'PLC and HMI - (Programmable Logic Controller and Human Machine Interface Touch Screen)', 'Tank Rupture Disk', 'Valve - Manual - Vent, Drain, and Isolation (Diaphragm type)']"
Cleaner_ESP_V0,Electrostatic Precipitator - High Voltage,"['Tower', 'High Voltage Supply', 'Transformer', 'ESP Element', 'Fan with Motor, if present', 'Electronic Controller', 'Wiring and Terminations', 'Electrical Devices (micro switches, aux. switches, secondary disconnects, local control handle, fuse blocks, aux. relays, motor starter)', 'Covers', 'Inlet Filter Media, if present']"
CNC_ContainerStacker_1,CNC Robotic Containerization System,"['Remote Conveyor Control Station', 'External Corporate Information System - I/O bridge assembly', 'Safety interlocks & Lexan door w/interlock', 'System Console Cabinet (computer, UPS, hard drive module, monitor/keyboard, printer, External I/O interface cards, fans, filter)', 'Power wiring with connectors', 'External Corporate Information System - I/O 24 VDC Power Supplies', 'Robot 1 & 2 Main Conveyor  (powered roller, driver card, idler rollers, O-ring drive belts, photo eyes/reflectors, 24 VDC power supplies, tray/tub lift, stop plates, right angle cross transfer belts, valve block, Main Control Power 1/2)', 'Power Distribution Panel (transformer, 24 VDC power supply, relays, fuses, I/O module, main disconnect and etc)', 'E-Stop switches and pull cord', 'Scanners (interface and trigger photo eyes)', 'Control wiring with connectors', 'Safety frame (fence, 4 gate entry boxes)', 'Container storage stand', 'Warning/status light and horn', 'Gripper Assembly  (fingers, regulators, sensors, air valves and solenoids, containment plate, pressure switch, shelf lowering mechanical)', 'Robot Interface box', 'Serial measurement box (batteries, brake release)', 'Pneumatic Panel (lockout valves, regulator, filter)', 'Gantry robot 1 & 2 (axis 1-4 motor/gearbox, belts, counterbalance air tank & counterbalance cylinder, hard stops, lubricators, z axis arm)', 'Safety barrier light curtain', 'Docking Stations - Container present photo sensors']"
